entrantId,lap,time,timeOfDay,annotation
7240,1,28386,15:04:22,
7218,1,26419,15:04:58,
7220,21,22759,15:28:40,
7234,23,21210,15:30:50,
7232,25,37309,15:33:03,
7218,25,21953,15:34:10,
7222,26,23477,15:33:46,
7226,26,21234,15:34:15,
7232,26,46315,15:34:49,
7233,27,21752,15:34:56,
7223,27,21131,15:35:25,
7217,27,21546,15:35:28,
7229,28,21219,15:35:48,
7225,28,20936,15:36:35,
7228,29,20936,15:36:53,
7216,31,21692,15:39:53,
7230,33,22400,15:43:09,
7219,36,21227,15:46:10,
7227,36,21238,15:46:14,
7240,37,21924,15:47:22,
7241,41,21226,15:51:48,
7215,41,21410,15:52:04,
7222,54,20961,16:06:26,
7229,69,21640,16:23:22,
