entrantId,lap,time,timeOfDay,annotation
6770,14,26633,14:25:00,
6767,19,24905,14:32:01,
6769,19,25170,14:33:08,
6764,20,24426,14:33:58,
6771,21,24065,14:35:17,
6762,22,24412,14:36:37,
6775,22,33832,14:37:10,
6780,22,24856,14:38:05,
6763,23,24025,14:38:03,
6778,23,24634,14:39:20,
6780,23,12672,14:40:04,Drive-through
6772,24,23548,14:40:15,
6782,24,24708,14:40:21,
6780,24,12673,14:41:54,Drive-through
6773,25,23699,14:41:49,
6779,25,25051,14:42:19,
6765,27,23296,14:44:47,
6776,27,22297,14:44:48,
6768,27,22818,14:45:11,
6774,28,24717,14:46:42,
6766,29,27970,14:47:43,
6783,29,22281,14:48:36,
6768,30,12841,14:50:06,Drive-through
6777,32,26136,14:52:43,
6770,38,23625,15:00:40,
6769,39,22954,15:03:14,
6776,41,23328,15:05:46,
6780,41,24718,15:07:48,
6767,42,22685,15:05:48,
6782,42,29317,15:07:34,
6775,42,32145,15:07:45,
6763,43,23352,15:07:35,
6768,43,22908,15:09:44,
6764,44,21704,15:09:45,
6762,45,21509,15:10:28,
6772,45,24116,15:11:48,
6778,45,22510,15:12:43,
6783,45,22309,15:12:48,
6765,46,21809,15:13:22,
6773,46,22794,15:13:29,
6774,47,20963,15:15:13,
