entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7097,1,1,5633374,3,,57,25,1,25,,
7112,2,2,5640034,2,,57,18,1,18,,
7114,3,3,5653771,1,,57,15,1,15,,
7098,4,4,5655849,5,,57,12,1,12,,
7096,5,5,5672720,4,,57,10,1,10,,
7104,6,6,5687700,8,,57,8,1,8,,
7101,7,7,5695980,18,,57,6,1,6,,
7099,8,8,5708239,9,,57,4,1,4,,
7107,9,9,5713562,7,,57,2,1,2,,
7109,10,10,5729085,14,,57,1,1,1,,
7115,11,11,,13,,56,0,1,0,,
7106,12,12,,11,,56,0,1,0,,
7108,13,13,,10,,56,0,1,0,,
7102,14,14,,15,,54,0,1,0,,Power unit
7100,15,DNF,,19,,50,0,1,0,,Gearbox
7113,16,DNF,,16,,12,0,1,0,,Collision
7103,17,DNF,,12,,12,0,1,0,,Collision
7110,18,DNF,,6,,11,0,1,0,,Brakes
7105,19,DNF,,20,,8,0,1,0,,Electrical
7095,20,DNS,,17,,,0,1,0,,Water pressure
