entrantId,lap,time,timeOfDay,annotation
7078,8,22601,14:12:55,
7072,8,21924,14:13:00,
7076,9,22859,14:14:05,
7083,9,21047,14:14:09,
7082,9,22605,14:14:11,
7070,9,21883,14:14:12,
7066,10,21890,14:15:15,
7074,11,22033,14:16:43,
7079,12,21745,14:17:57,
7073,12,21097,14:18:00,
7069,12,22980,14:18:03,
7085,13,22613,14:19:05,
7064,14,21183,14:20:04,
7090,15,21945,14:21:12,
7081,21,22918,14:28:15,
7075,21,22053,14:29:00,
7067,22,21916,14:29:32,
7085,23,23738,14:31:36,
7078,24,21580,14:32:37,
7076,26,22035,14:35:01,
7068,26,22662,14:35:02,
7072,26,22879,14:35:08,
7070,26,21412,14:35:10,
7084,27,23326,14:36:58,
7085,27,18064,14:38:14,
7066,28,17959,14:38:13,
7081,28,16983,14:38:16,
7090,28,17165,14:38:17,
7064,28,19408,14:38:18,
7067,28,21206,14:38:20,
7083,28,20876,14:38:22,
7071,28,20929,14:38:23,
7082,28,33462,14:38:24,
7076,28,18307,14:38:27,
7068,28,18860,14:38:29,
7074,28,17721,14:38:32,
7073,28,17388,14:38:33,
7079,28,16851,14:38:35,
7072,28,16764,14:38:36,
7070,28,16544,14:38:37,
7069,28,16419,14:38:39,
7078,28,16227,14:38:40,
7075,28,16475,14:38:43,
7084,28,16218,14:38:45,
7085,28,18342,14:40:19,
7066,29,18220,14:40:18,
7081,29,18716,14:40:21,
7090,29,18455,14:40:22,
7064,29,18347,14:40:23,
7067,29,18455,14:40:26,
7083,29,17800,14:40:27,
7071,29,17739,14:40:29,
7076,29,18964,14:40:31,
7068,29,19554,14:40:32,
7074,29,19611,14:40:34,
7073,29,19015,14:40:35,
7079,29,18382,14:40:37,
7072,29,18194,14:40:38,
7070,29,17970,14:40:39,
7069,29,19041,14:40:41,
7078,29,19028,14:40:42,
7082,29,18636,14:40:43,
7075,29,18308,14:40:44,
7084,29,17828,14:40:46,
7075,41,21921,14:56:13,
7071,43,22707,14:58:35,
7074,49,27119,15:05:46,Five-second time penalty
7078,50,27834,15:06:56,Five-second time penalty
7079,50,22728,15:06:59,
7069,50,24326,15:07:01,
7084,50,25234,15:07:11,
7083,51,21639,15:07:54,
7081,54,22109,15:10:44,
7066,55,21035,15:11:53,
7073,56,21231,15:13:53,
7064,60,22284,15:18:09,
