entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7081,1,1,5258107,1,,71,25,1,25,,
7090,2,2,5263826,8,,71,18,1,18,,
7067,3,3,5264131,4,,71,15,1,15,,
7066,4,4,5284817,6,5,71,12,1,12,10000,
7064,5,5,5289088,5,,71,10,1,10,,
7076,6,6,5295813,3,,71,8,1,8,,
7068,7,7,5302775,13,,71,6,1,6,5000,
7082,8,8,5305507,15,,71,4,1,4,,
7083,9,9,,7,,70,2,1,2,,
7085,10,10,,12,,70,1,1,1,,
7075,11,11,,11,,70,0,1,0,,
7079,12,12,,19,3,70,0,1,0,,
7071,13,13,,21,3,70,0,1,0,,
7074,14,14,,17,,70,0,1,0,,
7069,15,15,,18,,70,0,1,0,,
7084,16,16,,20,3,70,0,1,0,,
7070,17,17,,16,,69,0,1,0,,Accident
7072,18,18,,14,,64,0,1,0,,Battery
7078,19,19,,2,,64,0,1,0,,Brakes
7073,20,20,,PL,,63,0,1,0,,Brakes
7065,21,DNF,,9,5,26,0,1,0,,Accident
7089,22,DNF,,PL,,2,0,1,0,,Mechenical
