entrantId,positionOrder,positionText,laps,time
6884,1,1,10,108599
6882,2,2,15,109005
6883,3,3,16,110066
6915,4,4,11,110596
6885,5,5,12,110952
6916,6,6,14,112043
6894,7,7,13,112251
6888,8,8,12,112416
6895,9,9,13,112435
6889,10,10,13,112815
6892,11,11,17,112991
6900,12,12,17,113050
6893,13,13,18,113399
6898,14,14,19,113703
6897,15,15,12,113749
6921,16,16,17,113765
6899,17,17,16,113785
6891,18,18,8,114736
6904,19,19,9,114821
6902,20,20,8,116198
6908,21,21,13,117798
6907,22,22,6,118792
6917,23,23,17,119169
6919,24,24,18,119214
