entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7283,1,1,5258241,9,,57,26,1,26,,
7284,2,2,5263625,1,,57,18,1,18,,
7294,3,3,5284546,2,,57,15,1,15,,
7314,4,4,5291470,6,,57,12,1,12,,
7312,5,5,,3,,57,10,1,10,,
7313,6,6,5309490,13,,57,8,1,8,,
7311,7,7,5311229,7,,57,6,1,6,,
7290,8,8,5313911,5,,57,4,1,4,,
7291,9,9,5316364,8,,57,2,1,2,,
7296,10,10,5321186,4,,57,1,1,1,,
7309,11,11,5322550,17,,57,0,1,0,,
7293,12,12,5322995,18,,57,0,1,0,,
7287,13,13,5329878,10,,57,0,1,0,,
7303,14,14,5331102,11,,57,0,1,0,,
7297,15,15,5333191,12,,57,0,1,0,,
7288,16,16,5336681,14,,57,0,1,0,,
7299,17,17,5345958,16,,57,0,1,0,,
7306,18,18,5347190,15,,57,0,1,0,,
7300,19,19,,19,,56,0,1,0,,
7302,20,20,,20,,56,0,1,0,,
