entrantId,lap,time,timeOfDay,annotation
7302,2,48938,15:37:09,
7299,4,24090,15:40:18,
7300,5,22205,15:41:49,
7296,14,22616,15:55:45,
7290,15,22417,15:57:16,
7287,15,23158,15:57:23,
7306,15,23487,15:57:33,
7314,17,22335,16:00:18,
7311,17,22068,16:00:25,
7312,18,22278,16:01:46,
7284,20,21884,16:04:48,
7303,22,22482,16:08:22,
7294,24,22631,16:11:02,
7288,31,22796,16:22:27,
7297,33,23120,16:25:26,
7309,36,22390,16:30:01,
7313,37,22150,16:31:29,
7291,39,21942,16:34:33,
7293,42,22651,16:39:18,
7283,45,22688,16:42:58,
