entrantId,lap,time,timeOfDay,annotation
7199,10,21289,17:30:57,
7203,10,21587,17:31:02,
7200,10,22406,17:31:09,
7196,10,21508,17:31:15,
7186,10,21840,17:31:22,
7201,10,22140,17:31:29,
7194,10,22036,17:31:30,
7191,10,22000,17:31:33,
7197,10,25724,17:31:37,
7198,10,21615,17:31:40,
7189,10,22012,17:31:49,
7202,10,22085,17:31:56,
7211,10,26329,17:32:05,
7188,11,21357,17:34:29,
7193,22,22178,17:54:48,
7204,27,21480,18:03:41,
7195,31,22714,18:10:52,
7211,34,28501,18:16:09,
7187,35,22040,18:17:15,
7188,35,22384,18:17:41,
7185,39,22123,18:23:37,
7195,47,23098,18:39:11,
7211,48,23217,18:41:11,
