entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7200,1,1,5396828,1,,66,26,1,26,,
7203,2,2,5422420,2,,66,18,1,18,,
7199,3,3,5431336,3,,66,15,1,15,,
7193,4,4,5462140,4,,66,12,1,12,,
7191,5,5,,9,,65,10,1,10,,
7201,6,6,,7,,65,8,1,8,,
7192,7,7,,5,,65,6,1,6,,
7198,8,8,,11,,65,4,1,4,,
7185,9,9,,10,,65,2,1,2,,
7187,10,10,,15,,65,1,1,1,,
7189,11,11,,16,,65,0,1,0,,
7196,12,12,,6,,65,0,1,0,,
7186,13,13,,8,,65,0,1,0,,
7202,14,14,,14,,65,0,1,0,,
7204,15,15,,17,,65,0,1,0,,
7195,16,16,,19,,65,0,1,0,,
7190,17,17,,18,,65,0,1,0,5000,
7188,18,18,,20,,64,0,1,0,,
7197,19,19,,13,,64,0,1,0,,
7194,20,DNF,,12,,51,0,1,0,,Collision damage
