entrantId,lap,time,timeOfDay,annotation
7192,1,26177,13:14:54,
7189,11,29061,13:28:58,
7185,14,26999,13:33:08,
7186,18,34807,13:38:42,
7194,18,36314,13:38:52,
7196,19,26287,13:40:09,
7199,23,26394,13:45:13,
7188,24,26739,13:47:22,
7197,25,27211,13:48:37,
7201,26,27299,13:49:45,
7190,26,26985,13:50:03,
7187,27,26666,13:51:14,
7191,28,27204,13:52:25,
7204,28,26473,13:52:49,
7195,31,27300,13:57:08,
7193,34,26940,14:00:19,
7194,34,37483,14:01:48,
7202,36,32991,14:03:48,
7200,40,27162,14:07:56,
7203,41,26512,14:09:27,
7186,43,27750,14:13:48,
7192,45,26635,14:15:49,
7196,46,25882,14:17:42,
7198,53,28535,14:26:47,
7197,55,32943,14:30:36,
