entrantId,positionOrder,positionText,time,laps
7283,1,1,81573,9
7303,2,2,81661,9
7311,3,3,81788,9
7309,4,4,81852,9
7284,5,5,81911,9
7302,6,6,81930,9
7312,7,7,81965,9
7313,8,8,81977,9
7299,9,9,81995,9
7294,10,10,82043,8
7300,11,11,82106,10
7305,12,12,82112,9
7314,13,13,82148,9
7287,14,14,82249,8
7297,15,15,82343,10
7288,16,16,82390,8
7290,17,17,82545,7
7291,18,18,82548,8
7296,19,19,82592,8
7293,20,20,82860,9
