entrantId,positionOrder,positionText,time,laps
7312,1,1,80294,6
7283,2,2,80307,6
7311,3,3,80361,6
7314,4,4,80671,6
7284,5,5,80688,6
7303,6,6,80760,6
7300,7,7,80785,6
7313,8,8,80820,6
7299,9,9,80979,6
7294,10,10,81417,6
