entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6491,1,1,7104343,5,,72,10,1,10,,,
6484,2,2,7115435,14,,72,6,1,6,11092,,
6498,3,3,7147775,1,,72,4,1,4,43432,,
6489,4,4,7149818,16,,72,3,1,3,45475,,
6486,5,5,7152224,6,,72,2,1,2,47881,,
6487,6,6,7153244,17,,72,1,1,1,48901,,
6501,7,7,7162114,8,,72,0,1,0,57771,,
6500,8,8,7162874,3,,72,0,1,0,58531,,
6505,9,9,7193107,10,,72,0,1,0,"01:28,76",,
6502,10,10,,21,,71,0,1,0,+1 lap,,
6496,11,11,,19,,71,0,1,0,+1 lap,,
6492,12,DNF,,7,,42,0,1,0,,,Spun off
6490,13,DNF,,18,,31,0,1,0,,,Electrical
6488,14,DNF,,15,,26,0,1,0,,,Engine
6504,15,DNF,,12,,25,0,1,0,,,Spun off
6493,16,DNF,,13,,25,0,1,0,,,Spun off
6503,17,DNF,,22,,25,0,1,0,,,Spun off
6494,18,DNF,,2,,24,0,1,0,,,Spun off
6485,19,DNF,,4,,9,0,1,0,,,Electrical
6495,20,DNF,,11,,6,0,1,0,,,Transmission
6499,21,DNF,,9,,4,0,1,0,,,Gearbox
6497,22,DSQ,,20,,71,0,1,0,,,Wrong tyres
