entrantId,positionOrder,positionText,time,laps
7311,1,1,101697,4
7284,2,2,101844,5
7283,3,3,101987,5
7314,4,4,102252,5
7312,5,5,102287,4
7313,6,6,102502,5
7303,7,7,102846,5
7294,8,8,103010,5
7293,9,9,103064,5
7299,10,10,,-
