entrantId,lap,time,timeOfDay,annotation
7227,1,30866,15:05:16,
7217,3,32024,15:10:09,
7230,5,51007,15:15:11,
7220,12,31168,15:27:20,
7221,14,31068,15:30:10,
7217,20,31184,15:39:11,
7230,21,32479,15:41:24,
7217,22,39502,15:42:52,
7220,23,31500,15:45:20,
7226,25,30696,15:46:39,
7232,26,29983,15:47:53,
7219,26,30280,15:47:55,
7221,26,32277,15:48:45,
7228,27,29809,15:47:59,
7236,27,30856,15:48:51,
7215,27,34340,15:48:57,
7225,27,31138,15:49:16,
7234,27,32299,15:49:32,
7227,27,30652,15:49:42,
7229,28,32112,15:49:27,
7235,28,31002,15:49:43,
7222,28,44608,15:49:58,
7216,28,30654,15:50:11,
7233,28,30167,15:50:46,
7223,28,30864,15:51:18,
7229,31,38198,15:55:30,Red flag
7227,31,30701,15:56:23,Red flag
7230,31,1521462,15:58:20,Red flag
7220,31,1486154,15:58:57,Red flag
7225,32,1492090,15:58:13,Red flag
7219,32,1492612,15:58:16,Red flag
7229,32,1494731,15:58:17,Red flag
7226,32,1491384,15:58:24,Red flag
7234,32,1496541,15:58:26,Red flag
7223,32,1488372,15:58:37,Red flag
7227,32,1478974,15:58:48,Red flag
7221,32,1453539,15:59:18,Red flag
7217,32,1452323,15:59:21,Red flag
7230,32,51222,16:25:16,Red flag
7220,32,49729,16:25:22,Red flag
7228,33,1621361,15:58:11,Red flag
7235,33,1609484,15:58:28,Red flag
7216,33,1584953,15:59:06,Red flag
7222,33,1581158,15:59:11,Red flag
7236,33,1582211,15:59:14,Red flag
7215,33,1574827,15:59:25,Red flag
7225,33,65390,16:24:36,Red flag
7219,33,62892,16:24:42,Red flag
7229,33,65870,16:24:48,Red flag
7226,33,63280,16:24:52,Red flag
7234,33,60172,16:24:58,Red flag
7223,33,57601,16:25:04,Red flag
7227,33,56733,16:25:06,Red flag
7221,33,56083,16:25:09,Red flag
7217,33,52043,16:25:15,Red flag
7234,40,29742,16:36:13,
