sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2021-02-R,7228,1,1,7354598,3,,63,25,1,25,,,
2021-02-R,7229,2,2,7376598,1,,63,19,1,19,22000,,
2021-02-R,7216,3,3,7378300,7,,63,15,1,15,23702,,
2021-02-R,7235,4,4,7380177,4,,63,12,1,12,25579,,
2021-02-R,7236,5,5,7381634,11,,63,10,1,10,27036,,
2021-02-R,7215,6,6,7405818,6,,63,8,1,8,51220,,
2021-02-R,7221,7,7,7407416,5,,63,6,1,6,52818,,
2021-02-R,7225,8,8,7411507,10,,63,4,1,4,56909,5000,
2021-02-R,7227,9,9,7420302,9,,63,2,1,2,"01:05,70",,
2021-02-R,7223,10,10,7421159,15,,63,1,1,1,"01:06,56",,
2021-02-R,7222,11,11,7421749,2,,63,0,1,0,"01:07,15",,
2021-02-R,7226,12,12,7427782,20,,63,0,1,0,"01:13,18",5000,
2021-02-R,7219,13,13,7449371,16,,63,0,1,0,"01:34,77",30000,
2021-02-R,7234,14,14,,17,,62,0,1,0,+1 lap,,
2021-02-R,7217,15,15,,PL,,61,0,1,0,,,Gearbox
2021-02-R,7230,16,16,,18,,61,0,1,0,+2 laps,,
2021-02-R,7220,17,17,,19,,61,0,1,0,+2 laps,,
2021-02-R,7233,18,DNF,,8,,30,0,1,0,,,Collision
2021-02-R,7232,19,DNF,,12,,30,0,1,0,,,Collision
2021-02-R,7218,20,DNF,,14,,0,0,1,0,,,Accident
