sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2015-15-R,7052,1,1,5831024,2,,53,25,1,25,,,
2015-15-R,7037,2,2,5836977,4,,53,18,1,18,5953,,
2015-15-R,7042,3,3,5859942,7,,53,15,1,15,28918,,
2015-15-R,7045,4,4,5869855,15,,53,12,1,12,38831,,
2015-15-R,7048,5,5,5878590,11,,53,10,1,10,47566,,
2015-15-R,7043,6,6,5887532,12,,53,8,1,8,56508,,
2015-15-R,7044,7,7,5892112,14,,53,6,1,6,"01:01,09",,
2015-15-R,7039,8,8,5903382,5,,53,4,1,4,"01:12,36",30000,
2015-15-R,7047,9,9,5910491,13,,53,2,1,2,"01:19,47",,
2015-15-R,7051,10,10,5919448,9,,53,1,1,1,"01:28,42",,
2015-15-R,7056,11,11,5922234,19,35,53,0,1,0,"01:31,21",5000,
2015-15-R,7054,12,12,,3,,52,0,1,0,,,Collision
2015-15-R,7055,13,13,,18,20,52,0,1,0,+1 lap,,
2015-15-R,7050,14,14,,17,,51,0,1,0,+2 laps,,
2015-15-R,7036,15,15,,10,,47,0,1,0,,,Suspension
2015-15-R,7053,16,DNF,,20,20,45,0,1,0,,5000,Brakes
2015-15-R,7040,17,DNF,,8,,11,0,1,0,,,Accident
2015-15-R,7038,18,DNF,,1,,7,0,1,0,,,Throttle
2015-15-R,7049,19,DNF,,6,,0,0,1,0,,,Collision
2015-15-R,7041,20,DNF,,16,,0,0,1,0,,,Collision
